trial_id,subject,block,trial_in_block,condition,stimulus_category,rt_ms,accuracy,confidence,pupil_baseline_mm,pupil_peak_mm,theta_power_db,alpha_power_db,n170_uv,p300_uv
1284,S11,3,24,incongruent,face,703.6,1,3.9,2.93,3.41,5.56,9.61,-4.79,5.0
1285,S11,3,25,incongruent,house,769.3,0,2.1,3.18,3.74,5.09,10.81,-0.78,4.52
1286,S11,3,26,congruent,face,544.8,1,3.5,3.34,3.63,4.85,8.43,-4.51,9.36
1287,S11,3,27,congruent,house,646.6,1,3.0,3.03,3.35,5.98,10.22,-4.79,4.97
1288,S11,3,28,incongruent,house,761.0,0,2.7,2.96,3.55,4.91,9.75,-2.33,5.02
1289,S11,3,29,incongruent,face,729.4,1,4.5,3.36,3.91,6.12,8.47,-3.41,5.49
1290,S11,3,30,incongruent,house,755.9,1,4.3,3.0,3.5,5.82,8.35,-2.19,5.48
1291,S11,4,1,incongruent,house,728.2,1,5.0,3.45,4.03,5.49,7.48,-2.49,6.93
1292,S11,4,2,incongruent,house,564.0,0,3.6,3.02,3.63,6.14,8.38,-1.43,3.63
1293,S11,4,3,incongruent,house,681.9,1,5.0,3.41,4.0,4.51,7.6,-2.53,5.35
1294,S11,4,4,congruent,face,737.7,1,4.5,3.35,3.71,6.71,8.27,-4.91,5.48
1295,S11,4,5,incongruent,face,682.5,1,5.0,3.19,3.83,5.66,9.21,-4.0,4.53
1296,S11,4,6,incongruent,face,653.7,1,4.6,3.35,3.93,5.61,10.46,-3.41,7.34
1297,S11,4,7,incongruent,face,722.9,1,4.6,2.81,3.25,4.79,8.47,-4.63,3.39
1298,S11,4,8,incongruent,house,697.9,0,2.8,3.4,4.09,6.02,8.36,-2.05,5.41
1299,S11,4,9,congruent,face,631.1,1,4.7,3.23,3.73,5.37,9.91,-4.61,5.35
1300,S11,4,10,incongruent,house,687.5,1,3.4,3.5,4.06,5.44,9.68,-4.65,5.79
1301,S11,4,11,congruent,house,584.3,1,5.0,3.16,3.41,6.56,8.5,-2.94,5.35
1302,S11,4,12,congruent,house,643.7,1,5.0,3.0,3.28,5.24,10.61,-2.46,7.19
1303,S11,4,13,congruent,house,655.8,0,4.5,3.14,3.5,5.08,9.21,-1.94,7.42
1304,S11,4,14,congruent,face,692.6,1,3.4,3.19,3.57,5.57,10.4,-4.41,6.14
1305,S11,4,15,incongruent,face,728.8,0,2.8,3.35,3.83,7.44,9.52,-5.43,5.66
1306,S11,4,16,incongruent,house,703.3,1,3.4,3.24,3.63,4.69,9.84,-2.92,4.43
1307,S11,4,17,congruent,house,685.8,1,3.7,3.19,3.53,4.41,7.61,-2.33,6.91
1308,S11,4,18,congruent,face,605.3,1,4.4,3.12,3.62,5.39,9.27,-3.56,6.87
1309,S11,4,19,congruent,face,611.6,1,4.9,3.18,3.51,3.71,6.68,-2.22,7.23
1310,S11,4,20,congruent,house,679.7,1,3.9,2.86,3.11,3.43,8.08,-1.68,5.42
1311,S11,4,21,incongruent,face,707.7,1,4.2,3.0,3.62,7.01,10.34,-6.45,4.79
1312,S11,4,22,congruent,house,684.8,1,2.9,3.43,3.74,3.86,8.68,-2.31,5.65
1313,S11,4,23,congruent,house,585.5,1,4.4,3.02,3.33,5.93,10.71,-1.55,5.98
1314,S11,4,24,congruent,house,682.1,1,4.0,2.95,3.35,3.98,10.69,-2.39,6.52
1315,S11,4,25,congruent,face,621.8,1,4.5,2.97,3.29,4.77,8.74,-2.77,7.24
1316,S11,4,26,incongruent,face,665.0,1,3.7,2.94,3.53,5.97,5.6,-4.46,5.58
1317,S11,4,27,congruent,face,570.6,1,3.4,3.17,3.27,4.31,7.09,-4.54,9.54
1318,S11,4,28,incongruent,house,714.2,1,4.1,3.05,3.65,6.03,9.55,-2.84,4.92
1319,S11,4,29,incongruent,face,686.7,1,3.4,3.46,4.03,5.02,9.21,-4.95,5.45
1320,S11,4,30,incongruent,house,713.0,1,4.5,2.82,3.26,5.89,9.61,-3.37,7.63
1321,S12,1,1,congruent,house,627.3,1,3.9,3.41,3.85,4.92,10.81,-1.88,6.88
1322,S12,1,2,congruent,house,686.5,1,3.6,2.93,3.27,4.41,8.23,-2.02,7.28
1323,S12,1,3,incongruent,face,694.5,1,3.3,2.76,3.33,4.63,8.32,-4.63,5.23
1324,S12,1,4,congruent,face,719.7,0,3.5,2.47,2.94,3.47,12.32,-4.69,8.61
1325,S12,1,5,congruent,house,643.6,1,4.7,2.99,3.29,5.28,8.92,-3.03,6.95
1326,S12,1,6,congruent,face,625.7,0,2.8,3.01,3.36,5.22,8.16,-3.87,7.16
1327,S12,1,7,incongruent,house,780.5,1,3.3,3.16,3.57,6.65,8.64,-1.08,4.25
1328,S12,1,8,congruent,house,716.8,1,4.3,3.37,3.69,4.02,8.25,-2.12,7.34
1329,S12,1,9,incongruent,house,650.4,1,5.0,3.23,3.77,5.9,7.48,-3.49,7.84
1330,S12,1,10,congruent,house,625.4,1,3.7,3.02,3.55,4.77,8.57,-2.76,7.17
1331,S12,1,11,incongruent,face,757.2,1,3.5,2.97,3.37,5.61,8.97,-5.2,8.12
1332,S12,1,12,congruent,house,579.1,1,3.4,3.49,3.92,6.04,10.01,-2.91,5.05
1333,S12,1,13,incongruent,face,692.2,1,4.0,3.43,3.84,7.58,8.15,-3.59,6.61
1334,S12,1,14,congruent,house,696.7,1,3.6,2.92,3.29,4.82,11.67,-2.0,6.7
1335,S12,1,15,incongruent,house,687.1,1,4.9,3.15,3.8,6.31,8.61,-2.84,5.97
1336,S12,1,16,congruent,face,716.7,1,4.3,3.28,3.62,4.52,9.31,-3.49,6.1
1337,S12,1,17,congruent,face,665.8,1,4.6,3.64,4.09,4.39,9.96,-4.86,6.16
1338,S12,1,18,incongruent,face,689.9,1,4.1,2.83,3.23,7.18,8.99,-5.12,6.05
1339,S12,1,19,congruent,house,534.4,1,2.8,3.05,3.32,4.38,10.34,-4.77,6.67
1340,S12,1,20,congruent,house,621.9,1,4.0,3.02,3.33,4.07,10.62,-2.1,5.31
1341,S12,1,21,incongruent,house,671.4,1,5.0,3.09,3.52,5.97,8.99,-2.85,6.07
1342,S12,1,22,congruent,house,661.4,1,4.3,3.62,4.07,5.48,10.16,-3.71,8.38
1343,S12,1,23,congruent,house,648.9,1,4.8,3.27,3.65,4.87,9.18,-4.83,4.82
1344,S12,1,24,incongruent,house,674.6,1,4.7,3.07,3.71,5.15,9.04,-2.75,6.93
1345,S12,1,25,congruent,house,585.3,1,4.9,2.58,3.05,5.25,9.1,-3.53,9.45
1346,S12,1,26,incongruent,house,709.4,1,3.6,3.13,3.61,5.65,11.37,-2.8,3.93
1347,S12,1,27,congruent,house,625.6,1,3.0,3.27,3.55,4.93,9.59,-0.98,7.04
1348,S12,1,28,incongruent,house,740.0,1,4.0,3.19,3.81,6.33,9.84,-3.03,5.18
1349,S12,1,29,incongruent,face,676.1,1,3.5,3.31,3.76,6.27,9.25,-4.85,7.59
1350,S12,1,30,congruent,face,722.5,1,2.6,3.5,3.94,4.6,8.24,-5.87,10.18
1351,S12,2,1,congruent,house,671.9,1,3.4,3.35,3.75,4.63,10.02,-3.14,6.71
1352,S12,2,2,incongruent,face,676.7,1,3.6,3.36,3.95,5.05,7.17,-4.46,8.42
1353,S12,2,3,congruent,house,663.8,1,3.8,3.39,3.79,5.49,10.71,-1.81,9.02
1354,S12,2,4,congruent,house,764.4,1,3.6,3.31,3.73,6.24,8.84,-2.14,5.85
1355,S12,2,5,incongruent,house,736.4,1,4.7,3.15,3.69,7.07,8.74,-2.36,5.54
1356,S12,2,6,congruent,face,747.8,1,3.7,3.57,3.9,3.78,8.51,-5.55,4.28
1357,S12,2,7,incongruent,face,755.9,1,4.5,2.88,3.48,6.67,9.07,-3.88,3.63
1358,S12,2,8,incongruent,face,782.9,0,2.5,3.06,3.56,5.45,9.38,-4.02,6.81
1359,S12,2,9,incongruent,house,692.3,1,4.0,3.55,4.24,6.29,9.34,-4.06,5.71
1360,S12,2,10,congruent,face,721.2,1,4.4,2.88,3.24,5.37,10.63,-4.36,7.87
1361,S12,2,11,incongruent,face,747.9,1,3.7,3.03,3.64,4.94,7.47,-3.7,4.79
1362,S12,2,12,congruent,house,720.6,1,4.0,2.95,3.28,4.28,10.86,-2.59,8.18
1363,S12,2,13,incongruent,house,629.1,1,5.0,3.22,3.78,6.0,9.89,-2.4,4.05
1364,S12,2,14,congruent,house,689.5,1,5.0,3.18,3.44,6.14,8.78,-2.36,6.44
1365,S12,2,15,congruent,face,658.8,1,3.5,3.06,3.35,4.76,9.26,-2.46,6.44
1366,S12,2,16,congruent,face,710.6,1,4.0,2.99,3.27,6.26,9.46,-6.04,7.26
1367,S12,2,17,incongruent,face,662.2,1,3.5,3.48,4.0,4.52,9.06,-4.16,4.77
1368,S12,2,18,congruent,house,611.9,1,4.3,3.22,3.6,5.13,9.44,-2.91,8.43
1369,S12,2,19,incongruent,face,693.4,1,5.0,3.55,4.01,6.59,8.67,-3.26,6.5
1370,S12,2,20,incongruent,house,739.5,1,4.1,3.04,3.44,6.18,9.45,-3.62,4.94
1371,S12,2,21,incongruent,house,714.9,1,5.0,3.1,3.55,3.98,10.43,-2.14,5.69
1372,S12,2,22,congruent,face,686.5,1,3.9,3.0,3.39,5.88,9.28,-2.82,7.32
1373,S12,2,23,incongruent,face,777.2,1,3.5,3.65,4.17,5.54,6.01,-3.97,3.88
1374,S12,2,24,incongruent,house,662.5,1,4.5,3.67,4.12,6.78,7.04,-2.49,4.52
1375,S12,2,25,incongruent,face,661.6,1,3.8,3.13,3.75,5.91,10.0,-5.78,4.79
1376,S12,2,26,incongruent,face,718.2,1,4.8,2.97,3.43,6.04,8.61,-4.82,4.62
1377,S12,2,27,congruent,house,662.4,1,4.9,3.16,3.6,5.26,9.27,-4.35,5.5
1378,S12,2,28,incongruent,face,669.1,0,3.6,3.65,4.12,6.82,10.51,-4.53,6.06
1379,S12,2,29,congruent,face,641.7,1,2.4,3.12,3.42,4.15,9.91,-5.75,7.93
1380,S12,2,30,congruent,house,641.8,1,3.3,3.29,3.66,5.08,10.6,-3.34,4.67
1381,S12,3,1,congruent,face,623.7,1,5.0,3.38,3.7,3.86,7.82,-4.61,8.85
1382,S12,3,2,congruent,house,633.0,1,3.7,3.1,3.35,5.66,9.83,-0.22,5.16
1383,S12,3,3,congruent,house,633.3,1,3.8,3.0,3.29,4.26,10.0,-2.68,4.56
1384,S12,3,4,incongruent,house,703.1,1,3.7,3.03,3.53,5.7,9.18,-1.9,5.72
1385,S12,3,5,incongruent,house,725.2,1,4.8,3.18,3.7,5.57,9.07,-2.67,5.32
1386,S12,3,6,congruent,house,694.2,1,5.0,2.95,3.36,3.56,10.99,-4.16,5.42
1387,S12,3,7,incongruent,face,668.7,1,4.6,2.87,3.39,5.43,9.58,-3.45,2.83
1388,S12,3,8,congruent,house,632.3,1,3.4,3.19,3.76,4.99,9.45,-2.93,4.74
1389,S12,3,9,congruent,house,612.6,1,4.1,3.33,3.6,5.68,9.89,-3.63,6.15
1390,S12,3,10,incongruent,face,640.3,1,4.8,3.15,3.62,6.38,9.81,-3.97,4.54
1391,S12,3,11,incongruent,face,643.8,1,5.0,3.04,3.6,6.53,10.95,-2.74,2.97
1392,S12,3,12,incongruent,face,725.3,1,5.0,3.51,3.97,5.59,7.7,-4.5,5.08
1393,S12,3,13,incongruent,house,597.0,1,3.4,2.94,3.48,4.94,7.75,-3.63,3.84
1394,S12,3,14,congruent,house,632.9,0,2.2,3.01,3.33,5.47,9.81,-1.65,5.19
1395,S12,3,15,congruent,face,592.6,1,5.0,2.89,3.24,3.98,7.65,-5.09,6.17
1396,S12,3,16,congruent,house,649.6,0,2.5,3.23,3.48,4.65,10.35,-3.48,7.28
1397,S12,3,17,incongruent,face,719.3,1,4.9,3.02,3.5,6.66,10.81,-4.99,5.24
1398,S12,3,18,incongruent,face,699.3,1,4.6,2.96,3.52,5.7,7.14,-5.29,4.49
1399,S12,3,19,incongruent,face,736.5,1,4.4,3.17,3.73,6.03,6.91,-5.09,3.96
1400,S12,3,20,congruent,face,722.2,1,5.0,3.12,3.56,5.25,11.13,-4.09,4.89
1401,S12,3,21,congruent,house,650.1,1,4.1,2.95,3.22,4.63,10.25,-4.66,5.71
1402,S12,3,22,congruent,house,632.0,0,2.1,3.28,3.86,5.92,10.16,-1.84,4.88
1403,S12,3,23,congruent,face,665.7,1,3.7,3.15,3.52,4.81,9.31,-5.15,7.19
1404,S12,3,24,incongruent,face,683.0,1,4.8,3.27,3.72,5.77,7.51,-4.2,4.13
1405,S12,3,25,incongruent,house,766.7,1,3.9,2.99,3.66,5.58,7.57,-1.69,5.6
1406,S12,3,26,congruent,face,658.7,1,3.5,3.48,3.72,4.49,8.34,-6.5,8.02
1407,S12,3,27,incongruent,face,720.3,1,3.8,2.91,3.45,6.34,8.54,-5.0,3.72
1408,S12,3,28,congruent,house,634.9,0,2.7,2.99,3.37,5.29,12.36,-1.94,9.03
1409,S12,3,29,congruent,face,647.2,1,4.6,3.4,3.56,5.78,9.8,-5.84,7.81
1410,S12,3,30,incongruent,house,732.0,1,4.4,2.73,3.25,4.57,9.98,-1.3,3.66
1411,S12,4,1,congruent,face,627.4,1,3.8,3.26,3.71,5.67,8.06,-2.91,8.85
1412,S12,4,2,congruent,house,632.0,1,3.6,2.85,3.13,4.91,11.02,-1.39,6.12
1413,S12,4,3,congruent,face,619.2,1,4.4,3.14,3.52,5.33,10.13,-5.14,8.05
1414,S12,4,4,incongruent,house,695.2,1,4.3,3.37,3.82,6.63,9.23,-3.21,4.65
1415,S12,4,5,incongruent,house,745.3,1,3.0,2.86,3.45,5.67,10.2,-2.8,4.59
1416,S12,4,6,incongruent,face,595.6,1,4.8,3.4,4.04,6.01,5.89,-4.94,7.25
1417,S12,4,7,incongruent,house,704.2,1,4.1,3.1,3.76,5.86,9.22,-2.63,5.96
1418,S12,4,8,incongruent,house,682.2,1,5.0,2.69,3.35,4.36,8.5,-1.73,5.4
1419,S12,4,9,congruent,house,662.8,1,3.7,3.09,3.4,6.6,9.71,-3.07,6.04
1420,S12,4,10,congruent,face,574.0,1,3.9,2.74,3.04,5.12,8.36,-4.04,9.22
1421,S12,4,11,incongruent,house,676.7,1,3.9,3.14,3.69,6.91,9.2,-3.85,7.02
1422,S12,4,12,congruent,face,658.3,1,4.5,3.05,3.24,5.29,10.47,-2.86,5.78
1423,S12,4,13,incongruent,house,718.6,0,2.9,3.15,3.74,6.55,8.29,-2.87,4.81
1424,S12,4,14,congruent,house,587.1,1,4.4,3.06,3.42,5.19,11.69,-3.12,5.16
1425,S12,4,15,incongruent,house,662.6,1,4.9,2.51,3.07,6.12,8.88,-3.35,4.57
1426,S12,4,16,incongruent,house,701.2,1,3.9,3.4,3.83,4.48,10.65,-2.89,4.86
1427,S12,4,17,incongruent,face,679.2,1,3.4,3.02,3.38,6.52,8.39,-3.63,6.07
1428,S12,4,18,incongruent,house,714.5,1,3.4,2.81,3.33,5.22,10.91,-2.32,4.4
1429,S12,4,19,incongruent,house,711.7,0,2.9,2.75,3.11,5.44,9.87,-3.06,7.13
1430,S12,4,20,incongruent,house,775.9,1,4.8,2.8,3.33,6.56,9.53,-2.15,3.46
1431,S12,4,21,incongruent,house,625.1,0,1.2,2.83,3.56,5.43,7.49,-2.67,4.14
1432,S12,4,22,congruent,face,607.8,1,3.3,3.75,4.15,4.8,9.05,-4.85,5.73
1433,S12,4,23,incongruent,house,689.9,1,3.3,3.33,3.84,5.61,10.6,-3.48,6.29
1434,S12,4,24,incongruent,face,728.7,1,3.9,3.31,3.89,5.58,8.03,-2.7,6.23
1435,S12,4,25,congruent,face,693.9,1,4.0,3.13,3.52,4.86,10.84,-3.04,7.54
1436,S12,4,26,incongruent,face,703.2,1,4.8,3.35,3.96,6.14,10.95,-4.84,5.18
1437,S12,4,27,congruent,face,558.3,1,3.4,3.14,3.39,5.33,8.46,-5.44,7.07
1438,S12,4,28,incongruent,house,689.0,1,4.7,2.9,3.35,5.72,9.85,-1.24,3.9
1439,S12,4,29,congruent,house,748.6,1,3.6,3.2,3.51,4.37,10.29,-1.15,4.97
1440,S12,4,30,incongruent,house,688.9,1,5.0,3.18,3.69,6.2,8.99,-2.18,5.11
1441,S13,1,1,incongruent,house,678.2,1,4.1,2.72,3.19,4.92,10.98,-3.69,3.6
1442,S13,1,2,congruent,face,732.7,1,4.1,3.42,3.85,5.2,8.7,-3.84,4.89
1443,S13,1,3,incongruent,face,770.4,1,2.7,2.8,3.27,5.58,7.1,-4.55,7.87
1444,S13,1,4,incongruent,face,721.6,1,3.0,2.79,3.19,5.75,9.06,-5.27,5.61
1445,S13,1,5,congruent,face,691.5,1,4.6,3.44,3.64,5.94,8.75,-4.83,6.3
1446,S13,1,6,incongruent,face,661.8,1,4.5,3.15,3.72,5.47,9.43,-3.24,6.8
1447,S13,1,7,incongruent,face,751.0,1,5.0,3.08,3.53,5.52,8.2,-3.79,4.42
1448,S13,1,8,congruent,face,594.3,1,4.0,2.89,3.15,4.45,8.49,-4.29,5.93
1449,S13,1,9,congruent,face,702.4,0,3.0,3.16,3.5,5.24,9.87,-2.97,4.16
1450,S13,1,10,congruent,face,672.1,1,3.4,2.78,3.2,4.37,7.29,-3.44,7.44
1451,S13,1,11,congruent,face,651.7,1,3.0,2.71,3.02,4.88,8.8,-3.66,8.32
1452,S13,1,12,congruent,face,682.0,1,4.1,2.78,3.05,3.95,9.22,-4.07,4.77
1453,S13,1,13,incongruent,face,663.7,1,3.3,3.25,3.77,6.27,8.07,-4.71,8.02
1454,S13,1,14,incongruent,house,781.6,1,4.6,3.02,3.66,5.47,8.35,-3.09,4.6
1455,S13,1,15,incongruent,house,689.0,1,3.1,3.11,3.55,4.87,9.07,-1.64,6.02
1456,S13,1,16,congruent,face,651.0,1,4.7,2.96,3.39,5.77,8.39,-4.99,6.04
1457,S13,1,17,incongruent,house,782.4,0,3.8,2.99,3.69,5.22,9.03,-3.61,4.44
1458,S13,1,18,congruent,face,678.2,1,3.2,3.26,3.55,3.96,9.69,-4.07,6.87
1459,S13,1,19,incongruent,house,789.9,1,5.0,3.57,4.07,4.53,7.54,-3.16,8.22
1460,S13,1,20,incongruent,house,696.0,0,2.0,3.32,3.84,7.17,9.95,-1.87,5.06
1461,S13,1,21,congruent,face,595.2,1,3.8,3.34,3.71,4.7,8.0,-4.0,6.49
1462,S13,1,22,incongruent,house,691.6,0,4.0,3.17,3.76,6.1,11.48,-2.33,6.38
1463,S13,1,23,incongruent,house,669.4,1,3.4,3.29,3.85,6.34,8.58,-3.49,5.93
1464,S13,1,24,congruent,face,601.4,1,3.5,2.85,3.19,5.78,6.8,-3.13,5.52
1465,S13,1,25,incongruent,face,801.4,1,3.6,3.02,3.56,5.82,9.13,-4.3,3.47
1466,S13,1,26,congruent,house,696.1,0,3.4,3.11,3.45,5.74,7.91,-3.38,8.53
1467,S13,1,27,congruent,face,659.1,1,4.7,3.42,3.8,5.55,9.95,-3.78,5.51
1468,S13,1,28,congruent,house,645.3,1,2.9,2.99,3.33,4.97,10.67,-2.51,6.44
1469,S13,1,29,incongruent,house,719.2,1,4.0,2.92,3.4,5.31,8.86,-2.04,5.97
1470,S13,1,30,incongruent,house,778.3,1,4.5,3.24,3.73,6.28,8.41,-4.17,7.54
1471,S13,2,1,congruent,house,629.2,1,5.0,3.23,3.69,4.91,12.68,-1.95,5.54
1472,S13,2,2,congruent,face,649.9,1,2.9,3.2,3.45,3.13,8.99,-5.06,5.59
1473,S13,2,3,incongruent,house,716.0,0,3.2,3.45,4.02,6.42,10.53,-3.72,6.01
1474,S13,2,4,incongruent,house,704.2,0,3.3,2.73,3.17,5.23,9.74,-2.48,6.85
1475,S13,2,5,incongruent,house,747.4,1,3.7,2.64,3.19,6.78,7.96,-1.68,5.32
1476,S13,2,6,congruent,house,628.5,1,3.9,3.2,3.71,3.9,9.42,-3.6,5.02
1477,S13,2,7,incongruent,face,630.2,1,3.3,3.1,3.73,6.02,8.81,-4.83,5.49
1478,S13,2,8,incongruent,face,732.7,1,4.3,2.77,3.24,6.2,9.61,-4.21,7.47
1479,S13,2,9,incongruent,house,668.9,1,4.6,3.55,4.25,4.8,7.66,-5.56,6.69
1480,S13,2,10,incongruent,face,716.2,0,2.8,3.15,3.74,5.89,9.4,-4.42,7.05
1481,S13,2,11,congruent,house,731.3,1,4.4,3.17,3.66,3.76,11.49,-3.18,8.33
1482,S13,2,12,incongruent,house,667.9,1,4.8,3.05,3.53,5.26,9.97,-0.95,2.4
1483,S13,2,13,incongruent,face,737.9,1,4.1,3.15,3.59,5.14,10.02,-5.85,6.02
1484,S13,2,14,congruent,face,613.6,1,3.4,2.82,3.16,4.36,9.41,-4.14,7.13
1485,S13,2,15,incongruent,house,752.8,1,3.8,3.47,3.99,6.46,10.67,-1.41,6.37
1486,S13,2,16,incongruent,face,708.9,1,2.6,3.28,3.83,6.28,8.46,-3.64,3.47
1487,S13,2,17,congruent,face,650.8,1,3.5,3.18,3.51,3.9,12.45,-4.34,5.28
1488,S13,2,18,incongruent,house,716.0,1,5.0,3.08,3.76,5.4,9.71,-1.68,7.07
1489,S13,2,19,congruent,face,656.6,1,4.0,3.37,3.8,4.84,11.44,-4.68,5.8
1490,S13,2,20,incongruent,house,673.3,1,4.3,3.25,3.75,5.66,6.59,-2.32,5.54
1491,S13,2,21,congruent,face,645.2,1,3.4,3.18,3.46,4.51,9.73,-4.51,6.79
1492,S13,2,22,congruent,house,646.6,1,3.9,3.08,3.46,5.06,10.77,-2.38,7.46
1493,S13,2,23,congruent,face,592.6,1,5.0,2.55,3.0,4.33,10.82,-6.5,6.47
1494,S13,2,24,congruent,face,688.9,1,2.7,2.77,3.24,4.66,9.31,-4.02,4.98
1495,S13,2,25,incongruent,house,737.0,1,3.0,2.99,3.57,5.98,9.24,-1.8,5.11
1496,S13,2,26,incongruent,face,690.2,0,3.1,2.96,3.37,6.47,7.71,-4.23,8.69
1497,S13,2,27,incongruent,house,699.6,1,4.1,3.19,3.88,5.5,9.22,-3.6,6.64
1498,S13,2,28,incongruent,house,769.8,1,4.5,2.94,3.53,5.69,8.56,-3.09,4.21
1499,S13,2,29,incongruent,house,711.8,1,5.0,3.1,3.61,5.89,6.71,-3.9,4.87
1500,S13,2,30,congruent,face,584.8,1,4.3,3.14,3.44,4.96,10.02,-4.56,7.42
1501,S13,3,1,congruent,house,720.2,0,3.8,3.17,3.53,4.59,7.83,-4.04,6.56
1502,S13,3,2,incongruent,house,787.4,1,3.6,3.3,3.8,6.18,10.17,-1.46,4.71
1503,S13,3,3,incongruent,face,770.1,1,4.1,2.59,3.09,6.65,8.09,-3.59,5.45
1504,S13,3,4,incongruent,house,732.4,0,2.9,3.5,4.07,5.62,11.91,-1.54,6.54
1505,S13,3,5,congruent,house,703.1,1,4.4,3.06,3.38,4.76,8.13,-4.5,8.55
1506,S13,3,6,incongruent,face,603.2,1,4.7,3.03,3.66,6.43,6.97,-4.44,4.77
1507,S13,3,7,congruent,house,632.5,1,4.3,3.36,3.76,5.43,9.68,-2.1,6.59
1508,S13,3,8,congruent,face,742.2,0,1.6,3.2,3.53,3.89,8.13,-5.22,8.05
1509,S13,3,9,congruent,house,597.3,1,3.1,3.42,3.82,4.96,10.28,-2.76,5.23
1510,S13,3,10,congruent,face,648.4,0,3.3,2.99,3.37,4.81,10.47,-4.08,5.56
1511,S13,3,11,incongruent,face,734.8,1,3.7,3.27,3.66,5.62,8.27,-2.85,5.18
1512,S13,3,12,incongruent,face,632.5,1,3.5,3.72,4.2,5.75,8.75,-5.89,4.66
1513,S13,3,13,congruent,face,553.3,1,4.8,3.25,3.7,4.21,10.94,-4.34,9.03
1514,S13,3,14,incongruent,house,631.7,0,2.6,3.01,3.42,6.84,8.57,-1.12,4.8
1515,S13,3,15,congruent,face,653.5,1,3.2,2.99,3.38,3.99,8.75,-4.72,6.89
1516,S13,3,16,incongruent,house,710.3,1,5.0,2.99,3.51,5.45,8.87,-2.62,6.69
1517,S13,3,17,congruent,face,703.8,1,4.4,3.38,3.65,6.65,8.78,-4.65,5.1
1518,S13,3,18,incongruent,house,767.6,0,2.5,3.19,3.73,6.4,11.86,-1.18,5.07
1519,S13,3,19,congruent,house,667.9,1,3.5,3.39,3.85,4.75,10.31,-1.5,4.41
1520,S13,3,20,incongruent,face,802.6,1,3.3,3.13,3.74,3.92,8.81,-4.67,3.1
1521,S13,3,21,congruent,face,655.7,1,3.4,2.74,3.04,5.5,9.68,-4.37,5.34
1522,S13,3,22,congruent,house,702.0,1,3.8,2.45,2.75,4.56,8.91,-3.11,7.94
1523,S13,3,23,congruent,face,588.9,1,2.7,2.99,3.27,5.8,9.89,-3.29,6.2
1524,S13,3,24,congruent,face,609.5,1,5.0,3.2,3.53,4.77,9.36,-2.27,8.53
1525,S13,3,25,incongruent,house,737.3,0,2.6,2.89,3.5,5.72,10.34,-1.05,6.13
1526,S13,3,26,incongruent,face,855.8,1,3.3,3.03,3.68,4.79,7.7,-3.19,5.02
1527,S13,3,27,incongruent,house,691.5,1,3.1,3.25,3.8,5.22,7.81,-2.97,6.96
1528,S13,3,28,incongruent,house,694.0,1,4.1,3.01,3.57,7.18,9.46,-2.75,6.61
1529,S13,3,29,congruent,house,772.4,1,4.3,3.24,3.63,5.97,9.29,-1.92,7.03
1530,S13,3,30,congruent,house,659.1,1,4.6,3.19,3.48,5.84,10.88,-2.77,6.14
1531,S13,4,1,incongruent,face,640.1,1,4.6,2.51,3.06,6.19,9.3,-3.5,4.94
1532,S13,4,2,incongruent,house,642.8,1,4.6,3.39,3.86,6.26,7.4,-3.57,5.58
1533,S13,4,3,incongruent,face,738.7,1,3.5,2.87,3.35,7.25,9.51,-3.19,5.07
1534,S13,4,4,incongruent,house,755.3,0,2.7,2.93,3.43,5.73,8.21,-2.41,5.8
1535,S13,4,5,incongruent,house,728.5,1,4.1,3.37,3.8,7.22,9.11,-2.29,4.35
1536,S13,4,6,incongruent,house,718.1,1,3.7,3.03,3.6,5.82,9.15,-3.41,4.32
1537,S13,4,7,congruent,face,686.6,1,4.1,3.2,3.54,3.68,9.14,-4.68,5.35
1538,S13,4,8,incongruent,house,729.9,1,3.6,3.49,3.89,5.57,7.8,-3.45,5.12
1539,S13,4,9,incongruent,house,784.6,0,3.6,2.76,3.27,6.03,10.25,-0.95,6.9
1540,S13,4,10,congruent,house,787.3,1,3.9,3.14,3.43,4.95,7.93,-3.23,6.64
1541,S13,4,11,congruent,face,613.4,1,4.2,3.16,3.39,4.47,10.66,-4.13,6.95
1542,S13,4,12,incongruent,face,646.9,1,5.0,3.37,3.89,6.79,7.09,-5.27,8.01
1543,S13,4,13,congruent,face,654.3,1,4.3,3.15,3.51,4.09,9.72,-4.83,5.42
1544,S13,4,14,incongruent,house,821.4,0,3.4,3.03,3.56,5.98,8.7,-1.38,2.55
1545,S13,4,15,incongruent,face,673.8,1,4.5,3.48,3.91,4.74,7.46,-5.84,3.35
1546,S13,4,16,incongruent,house,779.3,0,2.9,2.86,3.44,7.01,8.13,-0.98,5.91
1547,S13,4,17,incongruent,house,741.4,1,4.5,3.24,3.73,6.29,8.05,-2.59,9.44
1548,S13,4,18,incongruent,face,722.3,1,3.9,3.05,3.59,5.52,8.87,-4.79,8.23
1549,S13,4,19,congruent,house,638.7,1,4.6,3.2,3.48,4.37,12.02,-3.46,7.7
1550,S13,4,20,incongruent,face,757.2,1,3.4,2.92,3.41,5.98,8.68,-5.4,5.36
1551,S13,4,21,congruent,face,694.0,1,4.3,3.54,3.89,4.24,10.1,-5.43,6.51
1552,S13,4,22,congruent,house,637.2,1,4.7,3.38,3.81,5.14,9.69,-5.06,7.31
